"session_id","advertiser_id","country","price","event_type_id","gdpr","min_cpm","priority","bid_price"
4888329313313743597,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
3358590102057408244,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
4198637933316244146,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
3267659534825443260,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
7286986078664352793,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
3796005850840324869,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
6241921537135772730,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
4093476151209639189,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
1681061968337443086,23623483929636663,US,0.00250000,3,2,4.00000000,0.38700000,0.03102
7751144311144720972,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
2027802469636775972,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
8907824102463132950,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
2152859582491287008,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
253413670406476014,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
2025380479330876444,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
6853710042739916836,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
4946079848515792944,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
2465289119194895825,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
2795682731169134873,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
8787079398639279046,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
713449854968963290,93331899455648127,CA,0.00072000,3,2,1.00000000,0.22046875,0.01039
971736620170658693,93331899455648127,CA,0.00072000,3,2,1.00000000,0.22046875,0.01039
2394893925200247319,93331899455648127,GB,0.00062000,3,3,2.00000000,0.18032763,0.01066
145842607240088365,93331899455648127,GB,0.00062000,3,3,1.00000000,0.17710935,0.01033
4189622362560539971,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.80649
8329430749166167848,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
8811028843963456541,1977222,US,0.06000000,3,2,17.00000000,3.43000007,0.80649
5971894753211857706,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
9039725754116455402,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
3017787223595015284,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
5409957764221731684,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
6040518236588789720,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
5053581389627391846,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.59143
877025559047325382,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.59143
677602936493692202,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.80649
1078602709650298221,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.75273
7603472245299512085,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.53766
5926222808185833732,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.80649
4693502034961901153,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
1352148120007918128,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
6437393152592599701,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
251744486807204177,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
6650961842078069621,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
2922660866656261017,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
6969841561738797092,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02509
1388565880816020118,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02372
7880775375478237487,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
468387006083135140,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
3606703552970589298,93331899455648127,GB,0.00062000,3,3,1.00000000,0.17710935,0.01033
5732851311951630764,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.64519
3299438152008612643,23623483929636663,US,0.00250000,3,2,3.00000000,0.38700000,0.02281
5928830145899380842,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03421
3089784538891307615,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
7538790153591024712,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
7656722752716057989,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
7581632182751519488,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
2922632117389304241,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
7475358631281168941,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
8713053710748362712,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
8643354478779615198,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
9169845214083048517,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02281
6752986054243295936,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
1495575580724466746,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
7001765044940014237,23623483929636663,US,0.00250000,3,2,3.00000000,0.38700000,0.03102
4159565211241292770,23623483929636663,US,0.00250000,3,2,4.00000000,0.38700000,0.02737
7184516442705026740,23623483929636663,US,0.00250000,3,2,3.00000000,0.38700000,0.03102
2278605153260626329,93331899455648127,AU,0.00062000,3,2,2.00000000,0.12531074,0.01145
5691168725337230651,93331899455648127,GB,0.00062000,3,3,1.00000000,0.18032763,0.01066
39473658860896526,93331899455648127,GB,0.00062000,3,3,1.00000000,0.17710935,0.01260
8519147868659908953,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.75273
2288727447600531747,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.59143
3106171069397764646,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.75273
5549861449459605084,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.80649
7477884407070236326,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.59143
9101025085684383230,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.80649
1140976184597138877,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.80649
1933569283806108331,1977222,US,0.06000000,3,2,3.00000000,3.43000007,0.80649
8351454958966900777,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
2582753734532253541,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
1086426557639098745,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
1623546168059864869,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
6270815378908903742,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02281
2710648176019459782,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02372
8652850057777496601,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
6520559687221011829,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02372
7713057598700892815,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
7008902032772209429,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
6084816562638979878,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
4833957740454912456,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
1435157619701336583,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
2857750981227437837,93331899455648127,AU,0.00062000,3,2,2.00000000,0.13258772,0.01145
2375661811647909767,93331899455648127,GB,0.00062000,3,3,1.00000000,0.17710935,0.01066
1658005451303893547,1977222,US,0.06000000,3,2,6.00000000,3.43000007,0.64519
5303366301868211925,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.80649
6118265347431634659,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.53766
5892624434889859439,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.53766
1789871500091693215,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.80649
2502647889501270707,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.64519
611677621199766675,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.75273
8958153251656302379,1977222,US,0.06000000,3,2,8.00000000,3.43000007,0.59143
1938587194155517393,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.64519
139735532337471323,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.59143
1375363703243666618,1977222,US,0.06000000,3,2,2.00000000,1.07532212,0.53766
5987691186788486145,1977222,US,0.06000000,3,2,3.00000000,3.43000007,0.75273
5639755684318425270,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.53766
1848815135991614926,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.59143
7792560780037266816,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.75273
264571130807056025,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.80649
1855658874038572128,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.59143
8623158970956773838,1977222,US,0.06000000,3,2,4.00000000,3.43000007,0.59143
5981889110097744154,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.59143
3696371531338757013,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
8170048596008645700,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
8971998800827087923,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
7271933198134540326,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
5916291545163740548,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
6776703115659296734,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
46218008557886703,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
6140397597423980916,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
3333134650271623639,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
4530874890163685916,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
7502601592587464950,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
8230015561564915711,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
1936772815671097478,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
7804693606818357298,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
6800169863436847164,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
1395591635636201997,23623483929636663,US,0.00250000,3,2,3.00000000,0.38700000,0.02281
5125749821234941109,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
2438846611142965457,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
3407731488726196196,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02372
594793348629099790,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02281
9058733003873962639,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
4343164137151664293,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
7005845353225398589,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
4972321677216052429,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
8382541314898270188,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03421
5590961937038051725,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
3605407994422049233,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02372
542751455445304350,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
4241446720292141700,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
8399975638772426892,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02737
1032761807498559023,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
5800248921209694744,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
3080632441569297299,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
2271009113000791745,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02737
2309157660963194957,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03102
6408340107986259887,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
8750315990329765829,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
7855020015886048993,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03102
4143938358525480447,93331899455648127,GB,0.00062000,3,3,1.00000000,0.17710935,0.01033
1393926226454540008,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.76361
40944022600901628,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.76361
5992698914145933028,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.61089
972157980382244806,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.50907
5656583051271078818,1980574,GB,0.03500000,3,3,1.00000000,3.21000004,0.31234
4796057942138124880,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
7436984375022793288,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03404
3981204128665825979,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
4425569145724810501,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03504
2121539057059834213,1980574,GB,0.03500000,3,3,1.00000000,3.21000004,0.31234
8152945690344268253,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.02503
848288294416688333,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
5364369178630611754,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03404
6394581369166618851,1980574,GB,0.03500000,3,3,2.00000000,3.21000004,0.36115
6343157858805840645,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
633223776208533081,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.55998
3690438691842679184,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.71270
1984558551725128127,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.61089
3206016070365572115,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.55998
8500217991752224291,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.55998
7969993178285901425,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.55998
3991435263302165794,1980574,GB,0.03500000,3,3,2.00000000,3.21000004,0.36115
4687016914447144563,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
4672639659543228524,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03003
8740679531143812257,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03003
1433140965165151782,23623483929636663,US,0.00250000,3,2,3.00000000,0.38700000,0.02603
6632743612173127560,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02603
1887973422652323642,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03003
3605524483914091766,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
3371500178233542408,1977222,US,0.06000000,3,2,6.00000000,3.43000007,0.61089
1253753174951954124,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.50907
1074571728372401471,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.71270
4209056306079796315,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.61089
5570472488512588961,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.76361
7346416923349012338,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03404
7876682314154732683,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03003
4190178487591406214,23623483929636663,US,0.00250000,3,2,3.00000000,0.38700000,0.03404
2055683950941041880,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03404
564706807409251787,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
6413776524213026273,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
4933701542339681649,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
3742532834753728156,23623483929636663,US,0.00250000,3,2,3.00000000,0.38700000,0.03003
6059543784773507132,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03404
7433980883021069632,23623483929636663,US,0.00250000,3,2,4.00000000,0.38700000,0.03404
2181439730780153872,23623483929636663,US,0.00250000,3,2,3.00000000,0.38700000,0.03003
1389921815905729906,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.55998
765396019782976479,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.55998
8439122772995941767,1977222,US,0.06000000,3,2,2.00000000,3.43000007,0.71270
1528080766282572211,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.61089
5435645481156322932,1977222,US,0.06000000,3,2,5.00000000,3.43000007,0.76361
3748143823814731343,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.50907
2094827424428658878,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.55998
2494706674446301693,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.71270
7352039725031335760,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.61089
4527198039943153102,1980574,GB,0.03500000,3,3,1.00000000,3.21000004,0.24402
5589200592060754747,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03754
5681553202891295606,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
7093856238259655569,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02603
5471269262075477462,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03003
5704977684673817463,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03754
3691255516715322330,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
3158061218909444988,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03003
4797907934677960408,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03003
664230627534516972,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03404
7809735313626634463,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
7452093780563559459,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
5006572700880055536,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03404
6056098229190162407,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03003
9144373522433536532,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03003
7873683597765411560,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.02503
6963098748049938567,23623483929636663,US,0.00250000,3,2,2.00000000,0.38700000,0.03404
5544914185002752156,23623483929636663,US,0.00250000,3,2,1.00000000,0.38700000,0.03644
2607167434833222658,1977222,US,0.06000000,3,2,1.00000000,3.43000007,0.41761
8599274289795658675,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
2355793386899674179,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
8880640540219968402,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.51071
7862601810930621377,136397298995916555,US,0.19000000,3,2,3.00000000,2.33999992,0.40857
3854786786270439370,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
3961510307686907971,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
7808600908715110730,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
3731730108979165070,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.36771
1548523940912945270,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
2698105918333811937,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
1469868707011085284,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
2916272444300337964,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
6467612546942967481,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
1394601284138297537,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.47666
8848715878899679416,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.51071
8085703304137051025,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
5806158647560556713,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
9021568523403235849,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
7606579632744952877,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
3673792829214474609,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
3314567391843810954,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.36771
1059703037096783135,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
8057025744993498475,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
7760326067483743499,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.34047
1820769418480737625,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.34047
2641302062066638577,136397298995916555,US,0.19000000,3,2,1.00000000,2.33999992,0.40857
3971450060085052250,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.34047
8324518005823777074,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
1913211217028215220,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
582337198303768465,136397298995916555,US,0.19000000,3,2,2.00000000,2.33999992,0.40857
